Level,Account ID,Account Name,App ID,App Name,AM Name,AM Region,Publisher Daily Spend ($),Adomain,Adomain Daily Spend ($),Estimated Uplift ($),IAB Codes,Internal Cat Codes,Blocked Cat Names,Block Type,Domain Blocked,Category Blocked,Blocked Cat Codes,Has Exemption,Exemption Details
app,6788b18b06da640011023eaf,Transsion OEM,6791e248ffda0af1dd8c4549,moviebox,,,633.0,betway.com,4659.85,0.52,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d936b8d90f61a000cd1,InnoGames GmbH,,,,,623.45,betway.com,4659.85,0.51,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,65cb5af6a3d8e1001191d9d7,GameDuell GmbH,,,,,607.84,betway.com,4659.85,0.5,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d966b8d90f61a0033c4,Moon Active,6963b8c8a37bf42bb0723c32,Jelly Busters iOS,,,585.69,betway.com,4659.85,0.48,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,649435c2b588d00011c1b496,Rebel Family,,,,,585.1,betway.com,4659.85,0.48,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5746d3108e99b7da740000ad,MotionVolt Game Ltd,,,,,580.53,betway.com,4659.85,0.47,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d956b8d90f61a003219,"Appodeal, Inc.",5912fb91085bcd9d5d00102a,com.MadOut.BIG/74079,,,530.41,betway.com,4659.85,0.43,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,60c71d9d6b22ac0017d0bca4,AnyMind Group,685bd663e06142e32ada8192,VN_Interlink_Android,,,521.61,betway.com,4659.85,0.43,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,65088cbbc79cc700111adcc5,Puzzlecats,,,,,510.69,betway.com,4659.85,0.42,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6788b18b06da640011023eaf,Transsion OEM,68ec648fbea871f372009b41,XOS Launcher Split,,,495.92,betway.com,4659.85,0.41,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5fb510aa8072bf0015d8d59d,Tap2Play LLC,60a4d2c2cf4957c21093d8b5,CMS_IOS_Count Masters,,,486.11,betway.com,4659.85,0.4,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,57ea2d4eded16aa12b0000ab,SuperBOX,,,,,478.74,betway.com,4659.85,0.39,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5fb510aa8072bf0015d8d59d,Tap2Play LLC,60e41f4d76d07ccbb31c2f6f,FTR_ANDROID_Fidget Trading,,,474.28,betway.com,4659.85,0.39,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,59e4bb543f0fa9a20900afa3,TabTale LTD,5fa952a8447cc63a415502da,Phone Case DIY iOS_CL,,,458.87,betway.com,4659.85,0.38,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5c2e46140360b14200b6259c,Super Free Games,5c9a92cf986bfc0017807c86,Word Collect iOS,,,449.18,betway.com,4659.85,0.37,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,68a733e9213ed4ecfa1fad75,CASHGRAIL PRIVATE LIMITED,,,,,437.65,betway.com,4659.85,0.36,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d966b8d90f61a0033c4,Moon Active,689afb00a1e0ba6b5d6a0fa7,Merge Hotel Empire: Design,,,396.41,betway.com,4659.85,0.32,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d946b8d90f61a0017d9,Zentertain,59ce09fca81a003c170009ae,Wort Guru,,,391.18,betway.com,4659.85,0.32,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,56c3a378adccd1cb7e00000a,Zynga,5ea35a7efbd5250001dec930,Harry Potter,,,390.77,betway.com,4659.85,0.32,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d946b8d90f61a002087,Rovio,6512ae485551fd9849db8def,Angry Birds Dream Blast (Spender),,,387.4,betway.com,4659.85,0.32,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d966b8d90f61a0033c4,Moon Active,57173acc4e8b174875000026,My Cafe Android,,,357.66,betway.com,4659.85,0.29,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6228871f2435180014928c15,madarsoft,,,,,354.02,betway.com,4659.85,0.29,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,57161e4b90ba5de06e000059,OFFICE CREATE Corp.,,,,,335.75,betway.com,4659.85,0.27,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5ac21c1686dad73ecbc17757,NORTH STAR,,,,,335.45,betway.com,4659.85,0.27,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,637bfae8059dbe0014b199dc,Naver Z Corporation,,,,,329.8,betway.com,4659.85,0.27,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,56d55c72562b9c353800000d,Voodoo,62154ba2c1aeb964ddda691c,Wizz - Make new friends - iOS,,,328.32,betway.com,4659.85,0.27,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,673ed5063800780011af0611,Image Future Investment (HK) Limite,,,,,327.82,betway.com,4659.85,0.27,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5981a22bcf89a5b87f001edf,ROCKETADS LTD BV,67b554672363a440422ff5b1,Grus - Fashion Impress iOS,,,322.11,betway.com,4659.85,0.26,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,64be49e17c1dd00011cb052e,LolTap,,,,,310.17,betway.com,4659.85,0.25,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6247027c20721a0018bb6528,First Touch Games,64787b6711f74ed45246d310,Score! Hero,,,300.07,betway.com,4659.85,0.25,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6951f51a84cdc295ad688303,NExT Initiatives Limited,,,,,293.04,betway.com,4659.85,0.24,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6788b18b06da640011023eaf,Transsion OEM,6895ab291e65eaa858e986e8,Phonemaster,,,273.42,betway.com,4659.85,0.22,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d976b8d90f61a00402a,Gameloft - Master Account,5873ca9f3a2fdbe202000596,Disney Magic Kingdoms,,,272.61,betway.com,4659.85,0.22,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,57ab0b38c6ebd5c83300007e,Good Job Games (Azur),,,,,266.9,betway.com,4659.85,0.22,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6852951e892f9d0011d467c1,Tencent Music,,,,,260.61,betway.com,4659.85,0.21,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5f740e1f612b1a001509a07e,TP Entertainment,,,,,248.84,betway.com,4659.85,0.2,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5832fc12c94787f84d000222,TutoTOONS Limited,,,,,248.66,betway.com,4659.85,0.26,"IAB17,IAB9,IAB9-7",V1-6,,domain,True,False,,False,
account,68415e707dd0f900116754fe,HelloTalk,,,,,241.03,betway.com,4659.85,0.2,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5e66975545dc130017c52cb8,2K,5e7e2bcf298b770001f9f92b,WWE SuperCard – Multiplayer Card Battle Game Android,,,240.46,betway.com,4659.85,0.2,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,6788b18b06da640011023eaf,Transsion OEM,678a007052e0399f6534ab63,XOS Launcher,,,236.07,betway.com,4659.85,0.19,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5a8bdb7eee07eaab7100113a,Noktacom Media Corp.,,,,,226.19,betway.com,4659.85,0.18,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,58fb280c667e4279600004a9,GD4Kids,,,,,224.95,betway.com,4659.85,0.18,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d936b8d90f61a00139e,Yodo1,,,,,213.38,betway.com,4659.85,0.17,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d976b8d90f61a003e2e,Murka,56348466dcec046847000033,Scatter Slots Murka Android,,,213.29,betway.com,4659.85,0.17,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6863d0817b40620011280a68,MYNET INTERNET TEKNOLOJI AS,,,,,211.97,betway.com,4659.85,0.17,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5fb510aa8072bf0015d8d59d,Tap2Play LLC,63ff72c440f9e74e6c22fc38,SHO_ANDROID_Shoot It,,,183.73,betway.com,4659.85,0.15,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d936b8d90f61a00134a,Veraxen Ltd,671107b44e4ec015241367ad,Goods Sort Andr,,,181.76,betway.com,4659.85,0.15,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5eb538be15474a0017ff985f,DEVGAME OU,,,,,181.37,betway.com,4659.85,0.15,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,65afbcd2dc68e70011e13631,Revani Limited,,,,,179.33,betway.com,4659.85,0.15,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d976b8d90f61a003f63,smartstudy,,,,,175.94,betway.com,4659.85,0.14,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,62e1450f4dbc53001a4249eb,BLUE HAT FZE LLC,,,,,173.77,betway.com,4659.85,0.14,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d946b8d90f61a001926,WB Games,5e67195e73dde7000173d596,Mortal Kombat Android,,,166.94,betway.com,4659.85,0.14,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,69ceb9e50e0891e59aa188ce,Candlelight Games Inc,,,,,151.54,betway.com,4659.85,0.12,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5ca2413d406d8e001260b34f,Coeur de Jeu,5ca241748936930019f2e166,Dazzly,,,144.57,betway.com,4659.85,0.12,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,59e4bb543f0fa9a20900afa3,TabTale LTD,66c7102a18a521b865426011,Bus Frenzy,,,124.53,betway.com,4659.85,0.1,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5eecaeaded99620015f97c0c,Maglab Oyun Teknolojileri Bilişim Yazılım Tasarım Yay. Tic. A.Ş,,,,,113.57,betway.com,4659.85,0.09,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5fb510aa8072bf0015d8d59d,Tap2Play LLC,624452e28ddaecca4dff7afc,CRO_ANDROID_Crazy Office,,,106.89,betway.com,4659.85,0.09,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,66d03ee46f113e0011988b4d,Ömer Sina Ceylan,,,,,100.39,betway.com,4659.85,0.08,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,68799f38babc2000110fe539,Duolingo,,,,,51089.77,coral.co.uk,1530.68,17.41,"IAB17,IAB9",,,domain,True,False,,False,
account,69834b2ea3ac73e99b7077db,Teamsnap,,,,,5271.41,coral.co.uk,1530.68,1.8,"IAB17,IAB9",,,domain,True,False,,False,
app,5a53889945eaab512501251e,AddApptr GmbH,627a7fad9a5916612c6cb77e,IT-PM_Futbin_iOS,,,2708.89,coral.co.uk,1530.68,0.92,"IAB17,IAB9",,,domain,True,False,,False,
account,68f9f5db75ceafc7a8ee6155,LiveScore,,,,,1978.07,coral.co.uk,1530.68,0.67,"IAB17,IAB9",,,domain,True,False,,False,
account,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,,,,,205458.71,draftkings.com,10818.87,83.02,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d936b8d90f61a000455,Mobility Ware,,,,,103828.46,draftkings.com,10818.87,250.02,"IAB17,IAB9,IAB9-7",V1-6,,domain,True,False,,False,
app,606c7bac7a37680015801ad8,jiayou,633549fb3901c096a37b2893,Block Juggle—GP,,,73570.5,draftkings.com,10818.87,177.16,"IAB17,IAB9,IAB9-7",V1-6,,domain,True,False,,False,
account,68799f38babc2000110fe539,Duolingo,,,,,51089.77,draftkings.com,10818.87,123.02,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),domain+category,True,True,V1-6,False,
app,67c01767cc8ae200116e5d00,Skywork AI PTELTD,689b0fdef369593cb0e287e9,FreeReels-安卓,,,39398.86,draftkings.com,10818.87,15.92,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category_exempted,False,True,V1-6,True,"[{""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""602442ef9f0893001526406b"", ""country"": """"}]"
account,5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",,,,,27886.52,draftkings.com,10818.87,11.27,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,66f36da16f113e0011999ff8,Meitu China,,,,,24584.12,draftkings.com,10818.87,9.93,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,685efaf2892f9d0011d7b87f,The Weather Company,685f0edd6d5c129491a495a9,Weather - The Weather Channel,,,23269.13,draftkings.com,10818.87,56.03,"IAB17,IAB9,IAB9-7",V1-6,,domain,True,False,,False,
account,64c3551f1e5137001122d418,BYTEDANCE PTE LTD,,,,,21052.62,draftkings.com,10818.87,8.51,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,69379d46192ce0aadaecc874,Particle Media Inc,69437e6fed3b627e3079edb8,NewsBreak: Local News & Alerts,,,20734.58,draftkings.com,10818.87,8.38,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5b1526a7de961d3317b1d475,X-FLOW LTD,,,,,19213.74,draftkings.com,10818.87,7.76,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,65532f6b6cdf5900118d1f51,STORYMATRIX PTE LTD,,,,,13494.6,draftkings.com,10818.87,32.5,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),domain+category,True,True,V1-6,False,
account,5efeed113191d60018f0f4e0,LY Corporation,,,,,13491.98,draftkings.com,10818.87,5.45,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,64075f57d6da1900141e5aba,Code Dish GmbH,,,,,11682.04,draftkings.com,10818.87,4.72,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,67b5b2c077bd1c00117b9adc,Sofa IT doo,,,,,11321.77,draftkings.com,10818.87,4.57,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5c52bd6ffbeb402419bef87d,SYBO Games,,,,,9010.28,draftkings.com,10818.87,3.64,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,680748860437920011951532,BeSoccer,,,,,7540.87,draftkings.com,10818.87,3.05,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5aafdd4a0520357fabf54aa6,Badoo,5aafe5c62567717fa575bfc1,Badoo - The Dating App,,,7054.85,draftkings.com,10818.87,2.85,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category_exempted,False,True,V1-6,True,"[{""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""602442ef9f0893001526406b"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""64f77eca27f7020011a853b1"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6135c233b2f85d001747c3d2"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6177a5dce899b2001727f1e8"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""62563a74f5c7a20011b32398"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""671a9d1a69f3560011055966"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""688a2196206ad6dea34bcf23"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""61c23cfa1958de001706a194"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5fffe796e4fa2100156e364a"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""6526e0feb1392d001124df7d"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""615ff7aacf8ca30017d834ea"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f3dc36a8421a5001528b784"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""67926a1377bd1c00117a7b54"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5e56893e6c71d40018de3ad1"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""60bdc983a982ad0017edb6f7"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""62f47a393a874f001b0a20c6"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""60ebaee89459b10017db3907"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""67cffc9a23012b0011aed182"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""671bd87469f356001105653b"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}]"
account,5d8880f1444f7200181b5e1d,Lihuhu,,,,,6699.63,draftkings.com,10818.87,2.71,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,69834b2ea3ac73e99b7077db,Teamsnap,,,,,5271.41,draftkings.com,10818.87,12.69,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),domain+category,True,True,V1-6,False,
account,5e3692d21cd3cb0018dd4329,SuperSonic Studios,,,,,5156.38,draftkings.com,10818.87,2.08,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,677cecb33b9ea20011273987,Gravity Labs,,,,,5014.63,draftkings.com,10818.87,2.03,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6863fe9df000940011f80bcb,Chesscom LLC,,,,,4368.47,draftkings.com,10818.87,10.52,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),domain+category,True,True,V1-6,False,
account,561e8d956b8d90f61a003365,Fingersoft Oy,,,,,3854.39,draftkings.com,10818.87,1.56,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d936b8d90f61a00134a,Veraxen Ltd,524ad17f92fcd29365000006,Jigsaw Collection HD,,,3443.48,draftkings.com,10818.87,1.39,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category_exempted,False,True,V1-6,True,"[{""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}]"
account,65e71ba517069f0011a36cfa,Rounds,,,,,3421.73,draftkings.com,10818.87,1.38,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5d130cdf37472100170775e1,Puzzle1Studio,,,,,3246.32,draftkings.com,10818.87,1.31,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,643d1561e09b08001442e672,Sliide,,,,,3129.23,draftkings.com,10818.87,1.26,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d936b8d90f61a001260,MAG Interactive,,,,,3089.8,draftkings.com,10818.87,1.25,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,59bbfb5389df7b9d3b000840,Trebel Music,,,,,3005.02,draftkings.com,10818.87,7.24,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),domain+category,True,True,V1-6,False,
account,630d8dbfb1095d001bb0f04a,Bitsmedia Pte Ltd,,,,,2940.68,draftkings.com,10818.87,1.19,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,602ad40427689c0015fb2d9e,PhotoCircle Inc.,,,,,2816.29,draftkings.com,10818.87,1.14,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,668fb233514c00001146f038,Free VPN Planet SRL,,,,,2758.7,draftkings.com,10818.87,1.11,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,641d8986be2b36001370ca2a,Mackolik,,,,,2748.7,draftkings.com,10818.87,1.11,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,57fb4876297c8ce634000039,AbiGroup,,,,,2736.86,draftkings.com,10818.87,1.11,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,5a53889945eaab512501251e,AddApptr GmbH,627a7fad9a5916612c6cb77e,IT-PM_Futbin_iOS,,,2708.89,draftkings.com,10818.87,6.52,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),domain+category,True,True,V1-6,False,
account,561e8d946b8d90f61a00183b,"Big Blue Bubble, Inc.",,,,,2701.59,draftkings.com,10818.87,1.09,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,561e8d966b8d90f61a0033c4,Moon Active,6874fa4e61fad0cbc8862a9e,Hole Stars,,,2673.03,draftkings.com,10818.87,1.08,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,64b7f29fcca9af0011fd585d,Sonderads,,,,,2655.44,draftkings.com,10818.87,1.07,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,604ec2ae5a93950016a63fdd,"Gstarsoft Co.,ltd",,,,,2582.86,draftkings.com,10818.87,1.04,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
app,56d55c72562b9c353800000d,Voodoo,6623f108853bc6953cc5709d,BeReal iOS,,,2388.85,draftkings.com,10818.87,0.97,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category_exempted,False,True,V1-6,True,"[{""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5f6413c9612b1a0015099993"", ""country"": """"}, {""advCatId"": ""V1-6"", ""domain"": ""draftkings.com"", ""bundle"": """", ""rtbAccountId"": ""5bc0e10e25c7d7796ebe8fc0"", ""country"": """"}]"
app,59e4bb543f0fa9a20900afa3,TabTale LTD,641854429091f900e1111e9a,Glow: Fashion Idol iOS_CL,,,2381.61,draftkings.com,10818.87,0.96,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,60c71d9d6b22ac0017d0bca4,AnyMind Group,,,,,2341.64,draftkings.com,10818.87,0.95,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,5fc7301f7a7f0200153979c7,Aged Studio Limited,,,,,2269.61,draftkings.com,10818.87,0.92,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,6376f00f3d02dc001b2940b6,MICHAT PTE. LIMITED,,,,,2161.51,draftkings.com,10818.87,0.87,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,68f9f5db75ceafc7a8ee6155,LiveScore,,,,,1978.07,draftkings.com,10818.87,0.8,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,561e8d956b8d90f61a0030cf,Ketchapp,,,,,1857.43,draftkings.com,10818.87,0.75,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
account,66aafef7514c00001147c0c9,FARSUN PTE LTD,,,,,1663.8,draftkings.com,10818.87,0.67,"IAB17,IAB9,IAB9-7",V1-6,V1-6 (Gambling),category,False,True,V1-6,False,
