pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,missing_combo,domain,rtb_account_id,country,combo_daily_spend,network_share,est_uplift_daily,exempted_combo_count,total_combos
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong Android,659e1333a5c8c578aac410f0,com.vitastudio.mahjong,69445.7427,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,122.8896,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong Android,659e1333a5c8c578aac410f0,com.vitastudio.mahjong,69445.7427,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,59.5687,6,10
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,FreeReels-安卓,689b0fdef369593cb0e287e9,com.freereels.app,35620.5561,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,27.6403,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku iOS,69e0a6fab6a93be17be970f3,6761760135,15211.7956,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,26.9184,2,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku - Classic Sudoku Puzzle Game,592fc29cc10833a4760012c6,1193508329,13380.144,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,23.6772,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! Android,69845ea1e6f73fe2b5840739,com.oakever.arrows,13278.6625,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,23.4976,2,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong Android,659e1333a5c8c578aac410f0,com.vitastudio.mahjong,69445.7427,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,20.1602,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong Android,659e1333a5c8c578aac410f0,com.vitastudio.mahjong,69445.7427,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,19.055,6,10
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,dramawave-安卓,67c0237dee9356aafba1ccdb,com.dramawave.app,23919.9714,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,18.561,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Crossword Master GP,661556bb5b2dea6d39bb0063,com.easybrain.crossword.puzzles,8061.9121,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,14.2662,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku iOS,69e0a6fab6a93be17be970f3,6761760135,15211.7956,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,13.0483,2,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Match IOS,5fdfae0fc5d4c9ab8efa6701,1545567989,7299.1855,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,12.9165,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku And,69e0a7d4b6a93be17be97116,com.oakever.meowdoku,6974.7269,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,12.3423,2,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku iOS,69e0a6fab6a93be17be970f3,6761760135,15211.7956,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,11.8038,2,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku - Classic Sudoku Puzzle Game,592fc29cc10833a4760012c6,1193508329,13380.144,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,11.4771,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! Android,69845ea1e6f73fe2b5840739,com.oakever.arrows,13278.6625,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,11.3901,2,10
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Paper.io 2,5b83e2f3ebcb4a0f62d80e85,1423046460,13243.7217,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,11.3601,8,10
FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,APAC,Nam Trinh,Goods Sorting: Match 3 Puzzle iOS PM_1945,661898f2c0c070078a977fb4,6482849843,6385.6497,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,11.2999,2,10
X-FLOW LTD,5b1526a7de961d3317b1d475,EMEA,Kseniia Fesenko,Happy Color iOS (NEW),603cf6d080c4a228357168ea,1407852246,13623.4338,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,10.5713,6,10
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,SmartNews iOS,67d272dadc73e19db732c198,579581125,13606.7959,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,10.5584,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! Android,69845ea1e6f73fe2b5840739,com.oakever.arrows,13278.6625,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,10.3038,2,10
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,FreeReels-安卓,689b0fdef369593cb0e287e9,com.freereels.app,35620.5561,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,9.4035,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Crossword Master IOS,66b372f5e33c9a548741ff37,6547858927,4410.9121,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,7.8055,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Puzzles IOS,5a30e47b794900452500459c,1324604053,4309.4034,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,7.6258,6,10
SYBO Games,5c52bd6ffbeb402419bef87d,EMEA,Louis Wallworth,Subway Surfers (Non-COPPA),5e4e66ea60ce6a001791d156,512939461,4182.4116,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,7.4011,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Blockudoku IOS,5c9c7a04d13ede0012e22ff2,1452227871,4177.5385,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,7.3925,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Crossword Master GP,661556bb5b2dea6d39bb0063,com.easybrain.crossword.puzzles,8061.9121,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,6.9153,6,10
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,dramawave-安卓,67c0237dee9356aafba1ccdb,com.dramawave.app,23919.9714,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,6.3146,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Match IOS,5fdfae0fc5d4c9ab8efa6701,1545567989,7299.1855,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,6.261,6,10
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM IOS,6345c091c17e333ca212effc,1538433480,3447.9015,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,6.1013,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku And,69e0a7d4b6a93be17be97116,com.oakever.meowdoku,6974.7269,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,5.9827,2,10
X-FLOW LTD,5b1526a7de961d3317b1d475,EMEA,Kseniia Fesenko,Happy Color Android - Paint by Number,5a777f42d76bfe102f007091,com.pixel.art.coloring.color.number,7674.6411,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,5.9552,6,10
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,Shareit Android,64f7008818744ab0e0841919,com.lenovo.anyshare.gps,6390.6848,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,5.4818,4,10
FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,APAC,Nam Trinh,Goods Sorting: Match 3 Puzzle iOS PM_1945,661898f2c0c070078a977fb4,6482849843,6385.6497,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,5.4774,2,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku And,69e0a7d4b6a93be17be97116,com.oakever.meowdoku,6974.7269,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,5.4121,2,10
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Scrabble Go,59e7db9b598ece421700ded4,1215933788,6051.7925,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,5.1911,8,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! iOS,69c2954b7c25f96d75ccd5f2,6758326278,2911.1141,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,5.1514,2,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,UNO!™,5b14f1027ea39141340a6ada,1344700142,2895.2487,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,5.1234,6,10
INJOY TECHNOLOGY PTE.LTD.,5f687c6436ca1e0016d5fd6d,APAC,Seven Tu,Shareit Android,64f7008818744ab0e0841919,com.lenovo.anyshare.gps,6390.6848,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,4.9589,4,10
FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,APAC,Nam Trinh,Goods Sorting: Match 3 Puzzle iOS PM_1945,661898f2c0c070078a977fb4,6482849843,6385.6497,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,4.955,2,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram IOS,5c88efab1c2e1f6eb4ca10cc,1452992954,2522.3054,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,4.4634,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku iOS,69e0a6fab6a93be17be970f3,6761760135,15211.7956,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,4.416,2,10
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,FreeReels-安卓,689b0fdef369593cb0e287e9,com.freereels.app,35620.5561,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,4.2869,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle GP,5f33efea7aae9f000162155d,com.easybrain.art.puzzle,4962.1386,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,4.2564,4,10
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM Android,6315b8bb85b5a14b0bbc9454,com.radio.pocketfm,2377.0222,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,4.2063,6,10
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Scrabble Go,59e7dc15a81a003c1700ebfe,com.pieyel.scrabble,4870.4114,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,4.1777,4,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku iOS,69e0a6fab6a93be17be970f3,6761760135,15211.7956,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,4.1739,2,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku iOS,69e0a6fab6a93be17be970f3,6761760135,15211.7956,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,4.0158,2,10
FALCON GLOBAL LTD.,5a57133a3610bbb671016ff3,APAC,Nam Trinh,Goods Sorting: Match 3 Puzzle PM_1945,660a20c0c5f237ebf7b4ac68,com.fc.goods.sort.matching.puzzle.triplemaster,2243.5693,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,3.9702,2,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku - Classic Sudoku Puzzle Game,592fc29cc10833a4760012c6,1193508329,13380.144,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,3.8843,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! Android,69845ea1e6f73fe2b5840739,com.oakever.arrows,13278.6625,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,3.8548,2,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Art Puzzle GP,5f33efea7aae9f000162155d,com.easybrain.art.puzzle,4962.1386,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,3.8504,4,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 iOS,5d81c924bf4aa20017e95920,1463509237,2148.0516,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,3.8011,6,10
SYBO Games,5c52bd6ffbeb402419bef87d,EMEA,Louis Wallworth,Subway Surfers (Non-COPPA),5e4e6838246d020018f1e653,com.kiloo.subwaysurf,2143.2636,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,3.7927,4,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Crossword Master IOS,66b372f5e33c9a548741ff37,6547858927,4410.9121,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,3.7836,6,10
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,Scrabble Go,59e7dc15a81a003c1700ebfe,com.pieyel.scrabble,4870.4114,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,3.7793,4,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Puzzles IOS,5a30e47b794900452500459c,1324604053,4309.4034,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,3.6965,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku - Classic Sudoku Puzzle Game,592fc29cc10833a4760012c6,1193508329,13380.144,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,3.6713,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Sudoku - Classic Logic Puzzle Game,59d39cbfef6627a809002d5b,com.easybrain.sudoku.android,4265.0582,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,3.6585,8,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! Android,69845ea1e6f73fe2b5840739,com.oakever.arrows,13278.6625,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,3.6435,2,10
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Paper.io 2,5b83e2f3ebcb4a0f62d80e85,1423046460,13243.7217,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,3.6339,8,10
X-FLOW LTD,5b1526a7de961d3317b1d475,EMEA,Kseniia Fesenko,Happy Color iOS (NEW),603cf6d080c4a228357168ea,1407852246,13623.4338,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,3.5965,6,10
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,SmartNews iOS,67d272dadc73e19db732c198,579581125,13606.7959,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,3.5921,6,10
SYBO Games,5c52bd6ffbeb402419bef87d,EMEA,Louis Wallworth,Subway Surfers (Non-COPPA),5e4e66ea60ce6a001791d156,512939461,4182.4116,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,3.5876,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Blockudoku IOS,5c9c7a04d13ede0012e22ff2,1452227871,4177.5385,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,3.5834,6,10
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,Vinted Android,671654af58450cca797bb25d,fr.vinted,4170.9759,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,3.5778,4,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Jigsawcard iOS,69154b0b1de7be35146a52bd,6754900673,2000.8595,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,3.5407,2,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! Android,69845ea1e6f73fe2b5840739,com.oakever.arrows,13278.6625,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,3.5054,2,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram Android,5d406c47cf18f200178643cf,com.easybrain.nonogram,1897.2346,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,3.3573,4,10
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Paper.io 2,5b99403f45e58040ccdd7177,io.voodoo.paper2,3814.5932,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,3.2721,4,10
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,Vinted Android,671654af58450cca797bb25d,fr.vinted,4170.9759,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,3.2365,4,10
Voodoo,56d55c72562b9c353800000d,EMEA,Hadil Salameh,Paper.io 2,5b99403f45e58040ccdd7177,io.voodoo.paper2,3814.5932,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,2.96,4,10
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM IOS,6345c091c17e333ca212effc,1538433480,3447.9015,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,2.9575,6,10
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,FreeReels-安卓,689b0fdef369593cb0e287e9,com.freereels.app,35620.5561,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,2.9168,6,10
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,dramawave-安卓,67c0237dee9356aafba1ccdb,com.dramawave.app,23919.9714,Combo9,draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,537.4353,0.00012035,2.8787,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Jigsaw Puzzles Android,5cb99eb2e520d93f2a43c588,com.easybrain.jigsaw.puzzles,3278.9761,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,2.8126,8,10
FotMob AS,66e0182c82571e00117d2acb,EMEA,Louis Wallworth,FotMob iOS,66e0363553834547abf558a2,488575683,1584.5514,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,2.804,4,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,Phase 10 Android,5d81cc3fe412d000189dc34b,com.mattel163.phase10,1583.0986,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,2.8014,4,10
HIGAME Jsc,62664065ca13b50011fb00a2,APAC,Nam Trinh,Milk Tea iDrink Joke,666979901c5137fed0edf34e,6444123306,1551.55,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,2.7456,2,10
RobTop Games AB,6276c973f70e7c001895be79,EMEA,Louis Wallworth,Geometry Dash Lite,6276cb2872361e0c07c98cec,698255242,3471.3525,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,2.6936,6,10
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,FreeReels-iOS,6970c7fe73c0a231fff79cc7,6738081517,3320.4948,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,2.5766,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Blockudoku GP,5dc290cf1051eb0012a6b214,com.easybrain.block.puzzle.games,2959.6395,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,2.5387,8,10
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,Tile Match - Match Puzzle Game,63b7bf0fa928816f6c42effc,com.tile.match.blockpuzzle,3248.3204,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,2.5206,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! iOS,69c2954b7c25f96d75ccd5f2,6758326278,2911.1141,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,2.4971,2,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,UNO!™,5b14f1027ea39141340a6ada,1344700142,2895.2487,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,2.4835,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Crossword Master GP,661556bb5b2dea6d39bb0063,com.easybrain.crossword.puzzles,8061.9121,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,2.3404,6,10
RobTop Games AB,6276c973f70e7c001895be79,EMEA,Louis Wallworth,Geometry Dash Lite Android,6295ff7c3987b19e74b43c3e,com.robtopx.geometryjumplite,2971.0927,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,2.3055,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Arrows GO! iOS,69c2954b7c25f96d75ccd5f2,6758326278,2911.1141,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,2.2589,2,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Crossword Master GP,661556bb5b2dea6d39bb0063,com.easybrain.crossword.puzzles,8061.9121,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,2.2121,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Nonogram IOS,5c88efab1c2e1f6eb4ca10cc,1452992954,2522.3054,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,2.1636,6,10
GeoTechnologies Inc.,5f45fb2f150074001547df11,APAC,Nam Trinh,トリマ-移動するだけでポイントが貯まる,5f45ffa82f1f7c000130fe19,1502193377,2510.4773,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,2.1534,4,10
SmartNews,67d0848db62d6b0011ccb35e,Americas,Lisa Tolentino,SmartNews,67d272b5dc73e19db732c193,jp.gocro.smartnews.android,2759.772,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,2.1415,6,10
Mattel163 Limited,5b0fc58f19829714e5ad0d2f,APAC,Aria Gao,UNO!™,5b14f1387ea39141340a6d68,com.matteljv.uno,1202.5102,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,2.1279,4,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Match IOS,5fdfae0fc5d4c9ab8efa6701,1545567989,7299.1855,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,2.119,6,10
Pocket Entertainment Services LLC,6315b8713c59f7001bacf8fb,Americas,Rutvij Jadav,PocketFM Android,6315b8bb85b5a14b0bbc9454,com.radio.pocketfm,2377.0222,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,2.0389,6,10
Dots,561e8d976b8d90f61a004735,EMEA,Louis Wallworth,Twodots iOS,5b7c5bff274f5b2f7bc47219,880178264,1147.9624,Combo3,casino.draftkings.com,5f6413c9612b1a0015099993,CA,7902.2809,0.00176958,2.0314,6,10
X-FLOW LTD,5b1526a7de961d3317b1d475,EMEA,Kseniia Fesenko,Happy Color Android - Paint by Number,5a777f42d76bfe102f007091,com.pixel.art.coloring.color.number,7674.6411,Combo8,draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,1178.8851,0.00026399,2.026,6,10
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Meowdoku And,69e0a7d4b6a93be17be97116,com.oakever.meowdoku,6974.7269,Combo6,draftkings.com,5f6413c9612b1a0015099993,CA,1296.3796,0.0002903,2.0248,2,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Number Match IOS,5fdfae0fc5d4c9ab8efa6701,1545567989,7299.1855,Combo7,casino.draftkings.com,602442ef9f0893001526406b,US,1225.3136,0.00027439,2.0028,6,10
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Easy Words GP,64f9e2ac8fb8ac04ca897cd1,com.easybrain.word.puzzle.game,2316.8434,Combo4,draftkings.com,602442ef9f0893001526406b,US,3830.5002,0.00085777,1.9873,4,10
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,dramawave-安卓,67c0237dee9356aafba1ccdb,com.dramawave.app,23919.9714,Combo10,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,CA,365.6717,8.189e-05,1.9587,6,10
GeoTechnologies Inc.,5f45fb2f150074001547df11,APAC,Nam Trinh,トリマ-移動するだけでポイントが貯まる,5f45ffa82f1f7c000130fe19,1502193377,2510.4773,Combo5,sportsbook.draftkings.com,5bc0e10e25c7d7796ebe8fc0,US,3465.1714,0.00077596,1.948,4,10
